1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
23722, taiga, terralith:yosemite_lowlands, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
23723, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
23724, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
23725, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
23726, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
23727, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
23728, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
23729, taiga, terralith:yosemite_lowlands, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
23730, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
23731, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
23732, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:sucker, 7, 2, 3
23733, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
23734, taiga, terralith:yosemite_lowlands, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
23735, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:illusioner, 15, 1, 1
23736, taiga, terralith:yosemite_lowlands, MONSTER, majruszsdifficulty:tank, 3, 1, 1
23737, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
23738, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
23739, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
23740, taiga, terralith:yosemite_lowlands, MONSTER, quark:stoneling, 70, 1, 1
23741, taiga, terralith:yosemite_lowlands, MONSTER, quark:toretoise, 40, 2, 4
23742, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
23743, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thehunter, 6, 2, 4
23744, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:bomber, 7, 1, 2
23745, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thegliter, 20, 2, 4
23746, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
23747, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
23748, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thebidy, 1, 3, 4
23749, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
23750, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:theheavy, 1, 1, 1
23751, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
23752, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
23753, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thespitter, 7, 1, 1
23754, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
23755, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
23756, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thewolf, 4, 1, 2
23757, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
23758, taiga, terralith:yosemite_lowlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
23759, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
23760, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
23761, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:theordure, 4, 1, 1
23762, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
23763, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
23764, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
23765, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:slaveman, 1, 1, 1
23766, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
23767, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
23768, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
23769, taiga, terralith:yosemite_lowlands, MONSTER, alexsmobs:centipede_head, 8, 1, 1
23770, taiga, terralith:yosemite_lowlands, MONSTER, alexsmobs:farseer, 30, 1, 1
23771, taiga, terralith:yosemite_lowlands, MONSTER, alexsmobs:murmur, 5, 1, 1
23772, taiga, terralith:yosemite_lowlands, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
23773, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
23774, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
23775, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
23776, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
23777, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
23778, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
23779, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
23780, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:wolf, 8, 4, 4
23781, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:rabbit, 4, 2, 3
23782, taiga, terralith:yosemite_lowlands, CREATURE, minecraft:fox, 8, 2, 4
23783, taiga, terralith:yosemite_lowlands, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
23784, taiga, terralith:yosemite_lowlands, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
23785, taiga, terralith:yosemite_lowlands, CREATURE, alexsmobs:raccoon, 10, 2, 4
23786, taiga, terralith:yosemite_lowlands, CREATURE, alexsmobs:crow, 10, 3, 5
23787, taiga, terralith:yosemite_lowlands, CREATURE, alexsmobs:banana_slug, 14, 2, 3
23788, taiga, terralith:yosemite_lowlands, CREATURE, alexsmobs:blue_jay, 16, 2, 4
23789, taiga, terralith:yosemite_lowlands, AMBIENT, minecraft:bat, 5, 8, 8
23790, taiga, terralith:yosemite_lowlands, AMBIENT, alexsmobs:fly, 3, 1, 1
23791, taiga, terralith:yosemite_lowlands, AMBIENT, alexsmobs:cockroach, 4, 5, 5
23792, taiga, terralith:yosemite_lowlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23793, taiga, terralith:yosemite_lowlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
23794, taiga, terralith:yosemite_lowlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
23795, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
23796, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
23797, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
23798, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
23799, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
23800, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
23801, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
23802, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
23803, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
23804, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
23805, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
23806, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
23807, taiga, terralith:yosemite_lowlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
23808, taiga, terralith:yosemite_lowlands, rascals, friendsandfoes:rascal, 5, 1, 1
23809, none, terralith:blooming_valley, MONSTER, minecraft:spider, 70, 4, 4
23810, none, terralith:blooming_valley, MONSTER, minecraft:zombie, 70, 4, 4
23811, none, terralith:blooming_valley, MONSTER, minecraft:zombie_villager, 5, 1, 1
23812, none, terralith:blooming_valley, MONSTER, minecraft:skeleton, 70, 4, 4
23813, none, terralith:blooming_valley, MONSTER, minecraft:creeper, 70, 4, 4
23814, none, terralith:blooming_valley, MONSTER, minecraft:slime, 50, 4, 4
23815, none, terralith:blooming_valley, MONSTER, minecraft:enderman, 15, 1, 4
23816, none, terralith:blooming_valley, MONSTER, minecraft:witch, 5, 1, 1
23817, none, terralith:blooming_valley, MONSTER, rottencreatures:undead_miner, 25, 1, 4
23818, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
23819, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
23820, none, terralith:blooming_valley, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
23821, none, terralith:blooming_valley, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
23822, none, terralith:blooming_valley, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
23823, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
23824, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
23825, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
23826, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
23827, none, terralith:blooming_valley, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
23828, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
23829, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
23830, none, terralith:blooming_valley, MONSTER, undead_revamp2:sucker, 7, 2, 3
23831, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
23832, none, terralith:blooming_valley, MONSTER, minecraft:illusioner, 15, 1, 1
23833, none, terralith:blooming_valley, MONSTER, majruszsdifficulty:tank, 3, 1, 1
23834, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
23835, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
23836, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
23837, none, terralith:blooming_valley, MONSTER, quark:stoneling, 70, 1, 1
23838, none, terralith:blooming_valley, MONSTER, quark:toretoise, 40, 2, 4
23839, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
23840, none, terralith:blooming_valley, MONSTER, undead_revamp2:thehunter, 6, 2, 4
23841, none, terralith:blooming_valley, MONSTER, undead_revamp2:bomber, 7, 1, 2
23842, none, terralith:blooming_valley, MONSTER, undead_revamp2:thegliter, 20, 2, 4
23843, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
23844, none, terralith:blooming_valley, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
23845, none, terralith:blooming_valley, MONSTER, undead_revamp2:thebidy, 1, 3, 4
23846, none, terralith:blooming_valley, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
23847, none, terralith:blooming_valley, MONSTER, undead_revamp2:theheavy, 1, 1, 1
23848, none, terralith:blooming_valley, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
23849, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
23850, none, terralith:blooming_valley, MONSTER, undead_revamp2:thespitter, 7, 1, 1
23851, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
23852, none, terralith:blooming_valley, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
23853, none, terralith:blooming_valley, MONSTER, undead_revamp2:thewolf, 4, 1, 2
23854, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
23855, none, terralith:blooming_valley, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
23856, none, terralith:blooming_valley, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
23857, none, terralith:blooming_valley, MONSTER, undead_revamp2:theordure, 4, 1, 1
23858, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
23859, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
23860, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
23861, none, terralith:blooming_valley, MONSTER, undead_revamp2:slaveman, 1, 1, 1
23862, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
23863, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
23864, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
23865, none, terralith:blooming_valley, MONSTER, alexsmobs:centipede_head, 8, 1, 1
23866, none, terralith:blooming_valley, MONSTER, alexsmobs:farseer, 30, 1, 1
23867, none, terralith:blooming_valley, MONSTER, alexsmobs:murmur, 5, 1, 1
23868, none, terralith:blooming_valley, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
23869, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
23870, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
23871, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
23872, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
23873, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
23874, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
23875, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
23876, none, terralith:blooming_valley, CREATURE, minecraft:rabbit, 4, 2, 3
23877, none, terralith:blooming_valley, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
23878, none, terralith:blooming_valley, CREATURE, earthmobsmod:horned_sheep, 10, 3, 6
23879, none, terralith:blooming_valley, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
23880, none, terralith:blooming_valley, CREATURE, alexsmobs:hummingbird, 19, 7, 7
23881, none, terralith:blooming_valley, CREATURE, alexsmobs:sunbird, 2, 1, 1
23882, none, terralith:blooming_valley, CREATURE, alexsmobs:raccoon, 10, 2, 4
23883, none, terralith:blooming_valley, CREATURE, alexsmobs:crow, 10, 3, 5
23884, none, terralith:blooming_valley, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
23885, none, terralith:blooming_valley, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
23886, none, terralith:blooming_valley, CREATURE, alexsmobs:skunk, 7, 1, 2
23887, none, terralith:blooming_valley, CREATURE, alexsmobs:blue_jay, 16, 2, 4
23888, none, terralith:blooming_valley, AMBIENT, minecraft:bat, 5, 8, 8
23889, none, terralith:blooming_valley, AMBIENT, alexsmobs:fly, 3, 1, 1
23890, none, terralith:blooming_valley, AMBIENT, alexsmobs:cockroach, 4, 5, 5
23891, none, terralith:blooming_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23892, none, terralith:blooming_valley, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
23893, none, terralith:blooming_valley, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
23894, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
23895, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
23896, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
23897, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
23898, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
23899, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
23900, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
23901, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
23902, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
23903, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
23904, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
23905, none, terralith:blooming_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
23906, none, terralith:blooming_valley, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
23907, none, terralith:blooming_valley, rascals, friendsandfoes:rascal, 5, 1, 1
23908, none, terralith:warm_river, MONSTER, minecraft:spider, 70, 4, 4
23909, none, terralith:warm_river, MONSTER, minecraft:zombie, 70, 4, 4
23910, none, terralith:warm_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
23911, none, terralith:warm_river, MONSTER, minecraft:skeleton, 70, 4, 4
23912, none, terralith:warm_river, MONSTER, minecraft:creeper, 70, 4, 4
23913, none, terralith:warm_river, MONSTER, minecraft:slime, 50, 4, 4
23914, none, terralith:warm_river, MONSTER, minecraft:enderman, 15, 1, 4
23915, none, terralith:warm_river, MONSTER, minecraft:witch, 5, 1, 1
23916, none, terralith:warm_river, MONSTER, minecraft:drowned, 100, 1, 1
23917, none, terralith:warm_river, MONSTER, rottencreatures:undead_miner, 25, 1, 4
23918, none, terralith:warm_river, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
23919, none, terralith:warm_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
23920, none, terralith:warm_river, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
23921, none, terralith:warm_river, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
23922, none, terralith:warm_river, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
23923, none, terralith:warm_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
23924, none, terralith:warm_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
23925, none, terralith:warm_river, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
23926, none, terralith:warm_river, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
23927, none, terralith:warm_river, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
23928, none, terralith:warm_river, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
23929, none, terralith:warm_river, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
23930, none, terralith:warm_river, MONSTER, undead_revamp2:sucker, 7, 2, 3
23931, none, terralith:warm_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
23932, none, terralith:warm_river, MONSTER, minecraft:illusioner, 15, 1, 1
23933, none, terralith:warm_river, MONSTER, majruszsdifficulty:tank, 3, 1, 1
23934, none, terralith:warm_river, MONSTER, enemyexpansion:meature, 3, 1, 4
23935, none, terralith:warm_river, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
23936, none, terralith:warm_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
23937, none, terralith:warm_river, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
23938, none, terralith:warm_river, MONSTER, quark:stoneling, 70, 1, 1
23939, none, terralith:warm_river, MONSTER, quark:toretoise, 40, 2, 4
23940, none, terralith:warm_river, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
23941, none, terralith:warm_river, MONSTER, undead_revamp2:thehunter, 6, 2, 4
23942, none, terralith:warm_river, MONSTER, undead_revamp2:bomber, 7, 1, 2
23943, none, terralith:warm_river, MONSTER, undead_revamp2:thegliter, 20, 2, 4
23944, none, terralith:warm_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
23945, none, terralith:warm_river, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
23946, none, terralith:warm_river, MONSTER, undead_revamp2:thebidy, 1, 3, 4
23947, none, terralith:warm_river, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
23948, none, terralith:warm_river, MONSTER, undead_revamp2:theheavy, 1, 1, 1
23949, none, terralith:warm_river, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
23950, none, terralith:warm_river, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
23951, none, terralith:warm_river, MONSTER, undead_revamp2:thespitter, 7, 1, 1
23952, none, terralith:warm_river, MONSTER, enemyexpansion:crawler, 35, 1, 1
23953, none, terralith:warm_river, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
23954, none, terralith:warm_river, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
23955, none, terralith:warm_river, MONSTER, undead_revamp2:thewolf, 4, 1, 2
23956, none, terralith:warm_river, MONSTER, enemyexpansion:silverking, 30, 1, 1
23957, none, terralith:warm_river, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
23958, none, terralith:warm_river, MONSTER, enemyexpansion:petriman, 35, 1, 3
23959, none, terralith:warm_river, MONSTER, enemyexpansion:spectre, 50, 1, 1
23960, none, terralith:warm_river, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
23961, none, terralith:warm_river, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
23962, none, terralith:warm_river, MONSTER, enemyexpansion:sprinter, 25, 1, 1
23963, none, terralith:warm_river, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
23964, none, terralith:warm_river, MONSTER, enemyexpansion:equestrian, 15, 1, 1
23965, none, terralith:warm_river, MONSTER, undead_revamp2:theordure, 4, 1, 1
23966, none, terralith:warm_river, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
23967, none, terralith:warm_river, MONSTER, enemyexpansion:scorpion, 50, 1, 2
23968, none, terralith:warm_river, MONSTER, enemyexpansion:slugger, 20, 1, 1
23969, none, terralith:warm_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
23970, none, terralith:warm_river, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
23971, none, terralith:warm_river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
23972, none, terralith:warm_river, MONSTER, undead_revamp2:slaveman, 1, 1, 1
23973, none, terralith:warm_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
23974, none, terralith:warm_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
23975, none, terralith:warm_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
23976, none, terralith:warm_river, MONSTER, alexsmobs:centipede_head, 8, 1, 1
23977, none, terralith:warm_river, MONSTER, alexsmobs:farseer, 30, 1, 1
23978, none, terralith:warm_river, MONSTER, alexsmobs:murmur, 5, 1, 1
23979, none, terralith:warm_river, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
23980, none, terralith:warm_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
23981, none, terralith:warm_river, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
23982, none, terralith:warm_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
23983, none, terralith:warm_river, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
23984, none, terralith:warm_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
23985, none, terralith:warm_river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
23986, none, terralith:warm_river, MONSTER, enemyexpansion:gallant, 25, 1, 1
23987, none, terralith:warm_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
23988, none, terralith:warm_river, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
23989, none, terralith:warm_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
23990, none, terralith:warm_river, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
23991, none, terralith:warm_river, CREATURE, alexsmobs:crocodile, 20, 1, 2
23992, none, terralith:warm_river, CREATURE, alexsmobs:platypus, 20, 1, 2
23993, none, terralith:warm_river, AMBIENT, minecraft:bat, 5, 8, 8
23994, none, terralith:warm_river, AMBIENT, alexsmobs:fly, 3, 1, 1
23995, none, terralith:warm_river, AMBIENT, alexsmobs:cockroach, 4, 5, 5
23996, none, terralith:warm_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23997, none, terralith:warm_river, WATER_CREATURE, minecraft:squid, 2, 1, 4
23998, none, terralith:warm_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
23999, none, terralith:warm_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
24000, none, terralith:warm_river, WATER_AMBIENT, minecraft:tropical_fish, 5, 1, 5
24001, none, terralith:warm_river, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
24002, none, terralith:warm_river, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
24003, none, terralith:warm_river, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
24004, none, terralith:warm_river, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
24005, none, terralith:warm_river, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
24006, none, terralith:warm_river, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
24007, none, terralith:warm_river, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
24008, none, terralith:warm_river, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
24009, none, terralith:warm_river, WATER_AMBIENT, alexsmobs:terrapin, 4, 1, 2
24010, none, terralith:warm_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
24011, none, terralith:warm_river, WATER_AMBIENT, alexsmobs:catfish, 4, 1, 3
24012, none, terralith:warm_river, rascals, friendsandfoes:rascal, 5, 1, 1
24013, none, terralith:shield_clearing, MONSTER, minecraft:spider, 70, 4, 4
24014, none, terralith:shield_clearing, MONSTER, minecraft:zombie, 70, 4, 4
24015, none, terralith:shield_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
24016, none, terralith:shield_clearing, MONSTER, minecraft:skeleton, 70, 4, 4
24017, none, terralith:shield_clearing, MONSTER, minecraft:creeper, 70, 4, 4
