* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, none, deep_aether:aerglow_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
34454, none, regions_unexplored:tropics, WATER_AMBIENT, aquaculture:perch, 2, 1, 1
34455, none, regions_unexplored:tropics, WATER_AMBIENT, aquaculture:smallmouth_bass, 1, 1, 1
34456, none, regions_unexplored:tropics, rascals, friendsandfoes:rascal, 8, 1, 1
34457, none, terralith:valley_clearing, MONSTER, minecraft:spider, 65, 3, 4
34458, none, terralith:valley_clearing, MONSTER, minecraft:zombie, 65, 4, 4
34459, none, terralith:valley_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
34460, none, terralith:valley_clearing, MONSTER, minecraft:skeleton, 65, 4, 4
34461, none, terralith:valley_clearing, MONSTER, minecraft:creeper, 65, 4, 4
34462, none, terralith:valley_clearing, MONSTER, minecraft:slime, 70, 4, 4
34463, none, terralith:valley_clearing, MONSTER, minecraft:enderman, 5, 1, 4
34464, none, terralith:valley_clearing, MONSTER, minecraft:witch, 5, 1, 1
34465, none, terralith:valley_clearing, MONSTER, alexsmobs:centipede_head, 8, 1, 1
34466, none, terralith:valley_clearing, MONSTER, alexsmobs:farseer, 30, 1, 1
34467, none, terralith:valley_clearing, MONSTER, alexsmobs:murmur, 5, 1, 1
34468, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
34469, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
34470, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
34471, none, terralith:valley_clearing, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
34472, none, terralith:valley_clearing, MONSTER, quark:stoneling, 60, 1, 1
34473, none, terralith:valley_clearing, MONSTER, quark:toretoise, 65, 2, 4
34474, none, terralith:valley_clearing, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
34475, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
34476, none, terralith:valley_clearing, MONSTER, undead_revamp2:bomber, 7, 1, 2
34477, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
34478, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
34479, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
34480, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
34481, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
34482, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
34483, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
34484, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
34485, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
34486, none, terralith:valley_clearing, MONSTER, luminous_monsters:hollow, 65, 1, 3
34487, none, terralith:valley_clearing, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
34488, none, terralith:valley_clearing, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
34489, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
34490, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
34491, none, terralith:valley_clearing, MONSTER, terra_entity:harpy, 20, 1, 2
34492, none, terralith:valley_clearing, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
34493, none, terralith:valley_clearing, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
34494, none, terralith:valley_clearing, MONSTER, terra_entity:big_bones, 40, 1, 2
34495, none, terralith:valley_clearing, MONSTER, terra_entity:short_bones, 40, 1, 2
34496, none, terralith:valley_clearing, MONSTER, terra_entity:anger_bones, 40, 1, 2
34497, none, terralith:valley_clearing, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
34498, none, terralith:valley_clearing, MONSTER, terra_entity:cursed_skull, 15, 1, 1
34499, none, terralith:valley_clearing, MONSTER, terra_entity:dark_caster, 20, 1, 1
34500, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
34501, none, terralith:valley_clearing, MONSTER, mowziesmobs:grottol, 2, 1, 1
34502, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
34503, none, terralith:valley_clearing, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
34504, none, terralith:valley_clearing, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
34505, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
34506, none, terralith:valley_clearing, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
34507, none, terralith:valley_clearing, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
34508, none, terralith:valley_clearing, MONSTER, majruszsdifficulty:tank, 3, 1, 1
34509, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
34510, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
34511, none, terralith:valley_clearing, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
34512, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
34513, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
34514, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
34515, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
34516, none, terralith:valley_clearing, MONSTER, undead_revamp2:slaveman, 0, 1, 1
34517, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
34518, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
34519, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
34520, none, terralith:valley_clearing, MONSTER, enemyexpansion:starved, 40, 1, 3
34521, none, terralith:valley_clearing, MONSTER, undead_revamp2:sucker, 0, 2, 3
34522, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
34523, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
34524, none, terralith:valley_clearing, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
34525, none, terralith:valley_clearing, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
34526, none, terralith:valley_clearing, MONSTER, undead_revamp2:thebidy, 0, 3, 4
34527, none, terralith:valley_clearing, MONSTER, undead_revamp2:thegliter, 0, 2, 4
34528, none, terralith:valley_clearing, MONSTER, undead_revamp2:theheavy, 0, 1, 1
34529, none, terralith:valley_clearing, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
34530, none, terralith:valley_clearing, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
34531, none, terralith:valley_clearing, MONSTER, undead_revamp2:thehunter, 5, 2, 4
34532, none, terralith:valley_clearing, MONSTER, undead_revamp2:theordure, 0, 1, 1
34533, none, terralith:valley_clearing, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
34534, none, terralith:valley_clearing, MONSTER, undead_revamp2:therod, 0, 1, 2
34535, none, terralith:valley_clearing, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
34536, none, terralith:valley_clearing, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
34537, none, terralith:valley_clearing, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
34538, none, terralith:valley_clearing, MONSTER, undead_revamp2:thespectre, 5, 1, 2
34539, none, terralith:valley_clearing, MONSTER, undead_revamp2:thespitter, 0, 1, 1
34540, none, terralith:valley_clearing, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
34541, none, terralith:valley_clearing, MONSTER, undead_revamp2:thewolf, 0, 1, 2
34542, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
34543, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
34544, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
34545, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
34546, none, terralith:valley_clearing, CREATURE, minecraft:sheep, 12, 4, 4
34547, none, terralith:valley_clearing, CREATURE, minecraft:pig, 10, 4, 4
34548, none, terralith:valley_clearing, CREATURE, minecraft:chicken, 10, 4, 4
34549, none, terralith:valley_clearing, CREATURE, minecraft:cow, 10, 4, 4
34550, none, terralith:valley_clearing, CREATURE, minecraft:horse, 5, 1, 3
34551, none, terralith:valley_clearing, CREATURE, minecraft:donkey, 1, 1, 3
34552, none, terralith:valley_clearing, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
34553, none, terralith:valley_clearing, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
34554, none, terralith:valley_clearing, CREATURE, alexsmobs:hummingbird, 19, 7, 7
34555, none, terralith:valley_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
34556, none, terralith:valley_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
34557, none, terralith:valley_clearing, CREATURE, alexsmobs:gelada_monkey, 5, 9, 16
34558, none, terralith:valley_clearing, CREATURE, alexsmobs:bison, 9, 6, 10
34559, none, terralith:valley_clearing, CREATURE, alexsmobs:blue_jay, 5, 1, 2
34560, none, terralith:valley_clearing, CREATURE, earthtojavamobs:stormy_chicken, 10, 2, 4
34561, none, terralith:valley_clearing, CREATURE, earthtojavamobs:cookie_cow, 8, 2, 4
34562, none, terralith:valley_clearing, CREATURE, earthtojavamobs:pinto_cow, 8, 2, 4
34563, none, terralith:valley_clearing, CREATURE, earthtojavamobs:wooly_cow, 8, 2, 4
34564, none, terralith:valley_clearing, CREATURE, earthtojavamobs:pale_pig, 10, 2, 4
34565, none, terralith:valley_clearing, CREATURE, earthtojavamobs:flecked_sheep, 12, 2, 4
34566, none, terralith:valley_clearing, CREATURE, earthtojavamobs:jolly_llama, 10, 2, 4
34567, none, terralith:valley_clearing, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
34568, none, terralith:valley_clearing, AMBIENT, minecraft:bat, 10, 8, 8
34569, none, terralith:valley_clearing, AMBIENT, alexsmobs:fly, 1, 2, 3
34570, none, terralith:valley_clearing, AMBIENT, alexsmobs:cockroach, 4, 5, 5
34571, none, terralith:valley_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
34572, none, terralith:valley_clearing, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
34573, none, terralith:valley_clearing, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
34574, none, terralith:valley_clearing, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
34575, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:bayad, 1, 1, 2
34576, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
34577, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:boulti, 1, 1, 1
34578, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:brown_trout, 1, 1, 1
34579, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:capitaine, 1, 1, 1
34580, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
34581, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
34582, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
34583, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
34584, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:muskellunge, 1, 1, 1
34585, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:perch, 2, 1, 1
34586, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 1, 1, 1
34587, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:synodontis, 2, 1, 1
34588, none, terralith:valley_clearing, rascals, friendsandfoes:rascal, 8, 1, 1
34589, none, terralith:volcanic_crater, MONSTER, minecraft:spider, 65, 3, 4
34590, none, terralith:volcanic_crater, MONSTER, minecraft:zombie, 65, 4, 4
34591, none, terralith:volcanic_crater, MONSTER, minecraft:zombie_villager, 5, 1, 1
34592, none, terralith:volcanic_crater, MONSTER, minecraft:skeleton, 65, 4, 4
34593, none, terralith:volcanic_crater, MONSTER, minecraft:creeper, 65, 4, 4
34594, none, terralith:volcanic_crater, MONSTER, minecraft:slime, 70, 4, 4
34595, none, terralith:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
34596, none, terralith:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
34597, none, terralith:volcanic_crater, MONSTER, alexsmobs:centipede_head, 8, 1, 1
34598, none, terralith:volcanic_crater, MONSTER, alexsmobs:farseer, 30, 1, 1
34599, none, terralith:volcanic_crater, MONSTER, alexsmobs:murmur, 5, 1, 1
34600, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
34601, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
34602, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
34603, none, terralith:volcanic_crater, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
34604, none, terralith:volcanic_crater, MONSTER, quark:stoneling, 60, 1, 1
34605, none, terralith:volcanic_crater, MONSTER, quark:toretoise, 65, 2, 4
34606, none, terralith:volcanic_crater, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
34607, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
34608, none, terralith:volcanic_crater, MONSTER, undead_revamp2:bomber, 7, 1, 2
34609, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
34610, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
34611, none, terralith:volcanic_crater, MONSTER, enemyexpansion:crawler, 0, 1, 1
34612, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
34613, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
34614, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
34615, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
34616, none, terralith:volcanic_crater, MONSTER, enemyexpansion:direwolf, 25, 1, 4
34617, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
34618, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
34619, none, terralith:volcanic_crater, MONSTER, enemyexpansion:equestrian, 15, 1, 1
34620, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
34621, none, terralith:volcanic_crater, MONSTER, enemyexpansion:faller, 0, 1, 2
34622, none, terralith:volcanic_crater, MONSTER, earthtojavamobs:bouldering_zombie, 20, 2, 4
34623, none, terralith:volcanic_crater, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
34624, none, terralith:volcanic_crater, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
34625, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
34626, none, terralith:volcanic_crater, MONSTER, enemyexpansion:meature, 8, 1, 4
34627, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
34628, none, terralith:volcanic_crater, MONSTER, terra_entity:harpy, 20, 1, 2
34629, none, terralith:volcanic_crater, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
34630, none, terralith:volcanic_crater, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
34631, none, terralith:volcanic_crater, MONSTER, terra_entity:big_bones, 40, 1, 2
34632, none, terralith:volcanic_crater, MONSTER, terra_entity:short_bones, 40, 1, 2
34633, none, terralith:volcanic_crater, MONSTER, terra_entity:anger_bones, 40, 1, 2
34634, none, terralith:volcanic_crater, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
34635, none, terralith:volcanic_crater, MONSTER, terra_entity:cursed_skull, 15, 1, 1
34636, none, terralith:volcanic_crater, MONSTER, terra_entity:dark_caster, 20, 1, 1
34637, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
34638, none, terralith:volcanic_crater, MONSTER, mowziesmobs:grottol, 2, 1, 1
34639, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
34640, none, terralith:volcanic_crater, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
34641, none, terralith:volcanic_crater, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
34642, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
34643, none, terralith:volcanic_crater, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
34644, none, terralith:volcanic_crater, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
34645, none, terralith:volcanic_crater, MONSTER, majruszsdifficulty:tank, 3, 1, 1
34646, none, terralith:volcanic_crater, MONSTER, bypowderandsteel:patroller, 40, 3, 4
34647, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
34648, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
34649, none, terralith:volcanic_crater, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
34650, none, terralith:volcanic_crater, MONSTER, enemyexpansion:scorpion, 40, 1, 2
34651, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
34652, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
34653, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
34654, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
34655, none, terralith:volcanic_crater, MONSTER, undead_revamp2:slaveman, 0, 1, 1
34656, none, terralith:volcanic_crater, MONSTER, enemyexpansion:slugger, 20, 1, 1
34657, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
34658, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
34659, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
34660, none, terralith:volcanic_crater, MONSTER, enemyexpansion:sprinter, 25, 1, 1
34661, none, terralith:volcanic_crater, MONSTER, undead_revamp2:sucker, 0, 2, 3
34662, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
34663, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
34664, none, terralith:volcanic_crater, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
34665, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
34666, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thebidy, 0, 3, 4
34667, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thegliter, 0, 2, 4
34668, none, terralith:volcanic_crater, MONSTER, undead_revamp2:theheavy, 0, 1, 1
34669, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
34670, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
34671, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thehunter, 5, 2, 4
34672, none, terralith:volcanic_crater, MONSTER, undead_revamp2:theordure, 0, 1, 1
34673, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
34674, none, terralith:volcanic_crater, MONSTER, undead_revamp2:therod, 0, 1, 2
34675, none, terralith:volcanic_crater, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
34676, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
34677, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
34678, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thespectre, 5, 1, 2
34679, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thespitter, 0, 1, 1
34680, none, terralith:volcanic_crater, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
34681, none, terralith:volcanic_crater, MONSTER, undead_revamp2:thewolf, 0, 1, 2
34682, none, terralith:volcanic_crater, MONSTER, enemyexpansion:troll, 8, 1, 1
34683, none, terralith:volcanic_crater, MONSTER, enemyexpansion:vampflyer, 10, 1, 1
34684, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
34685, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
34686, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
34687, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
34688, none, terralith:volcanic_crater, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
34689, none, terralith:volcanic_crater, CREATURE, alexsmobs:sunbird, 5, 1, 1
34690, none, terralith:volcanic_crater, CREATURE, minecraft:pig, 40, 1, 2
34691, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:gold_crested_chicken, 10, 2, 4
34692, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:stormy_chicken, 10, 2, 4
34693, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:albino_cow, 8, 2, 4
34694, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:ashen_cow, 8, 2, 4
34695, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:cookie_cow, 8, 2, 4
34696, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:dairy_cow, 8, 2, 4
34697, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:pinto_cow, 8, 2, 4
34698, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:mottled_pig, 10, 2, 4
34699, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:piebald_pig, 10, 2, 4
34700, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:bold_striped_rabbit, 8, 2, 4
34701, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:flecked_sheep, 12, 2, 4
34702, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:patched_sheep, 12, 2, 4
34703, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:rocky_sheep, 12, 2, 4
34704, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:horned_sheep, 12, 2, 4
34705, none, terralith:volcanic_crater, CREATURE, earthtojavamobs:inky_sheep, 12, 2, 4
34706, none, terralith:volcanic_crater, CREATURE, minecraft:pig, 2, 1, 1
34707, none, terralith:volcanic_crater, CREATURE, minecraft:pig, 30, 1, 1
34708, none, terralith:volcanic_crater, CREATURE, alshanex_familiars:mage_pet, 2, 1, 1
34709, none, terralith:volcanic_crater, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
34710, none, terralith:volcanic_crater, CREATURE, minecraft:pig, 15, 1, 1
34711, none, terralith:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
34712, none, terralith:volcanic_crater, AMBIENT, alexsmobs:fly, 1, 2, 3
34713, none, terralith:volcanic_crater, AMBIENT, alexsmobs:cockroach, 4, 5, 5
34714, none, terralith:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
34715, none, terralith:volcanic_crater, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
34716, none, terralith:volcanic_crater, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
34717, none, terralith:volcanic_crater, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
34718, none, terralith:volcanic_crater, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
34719, none, terralith:volcanic_crater, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
34720, none, terralith:volcanic_crater, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
34721, none, terralith:volcanic_crater, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
34722, none, terralith:volcanic_crater, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
34723, none, terralith:volcanic_crater, rascals, friendsandfoes:rascal, 8, 1, 1
34724, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:spider, 65, 3, 4
34725, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie, 65, 4, 4
34726, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
34727, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:skeleton, 65, 4, 4
34728, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:creeper, 65, 4, 4
34729, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:slime, 70, 4, 4
34730, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:enderman, 5, 1, 4
34731, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:witch, 5, 1, 1
34732, extreme_hills, terralith:volcanic_peaks, MONSTER, alexsmobs:centipede_head, 8, 1, 1
34733, extreme_hills, terralith:volcanic_peaks, MONSTER, alexsmobs:farseer, 30, 1, 1
34734, extreme_hills, terralith:volcanic_peaks, MONSTER, alexsmobs:murmur, 5, 1, 1
34735, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
34736, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
34737, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
34738, extreme_hills, terralith:volcanic_peaks, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
34739, extreme_hills, terralith:volcanic_peaks, MONSTER, quark:stoneling, 60, 1, 1
34740, extreme_hills, terralith:volcanic_peaks, MONSTER, quark:toretoise, 65, 2, 4
34741, extreme_hills, terralith:volcanic_peaks, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
34742, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
34743, extreme_hills, terralith:volcanic_peaks, MONSTER, undead_revamp2:bomber, 7, 1, 2
34744, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
34745, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
34746, extreme_hills, terralith:volcanic_peaks, MONSTER, enemyexpansion:crawler, 0, 1, 1
34747, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
34748, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
